GenomeID	Assembly	Organism_Name	Domain	Phylum	Tandem_repeat_percentage
GCA_014529535	GCA_014529535.1	Bradysia coprophila	Eukaryota	Animals	9.694186
GCA_014743375	GCA_014743375.2	Drosophila subpulchrella	Eukaryota	Animals	7.073463
GCA_014805675	GCA_014805675.2	Mercenaria mercenaria	Eukaryota	Animals	11.95696
GCA_014805685	GCA_014805685.1	Silurus meridionalis	Eukaryota	Animals	12.6687
GCA_014839805	GCA_014839805.1	Manduca sexta	Eukaryota	Animals	7.866224
GCA_014851425	GCA_014851425.1	Senna tora	Eukaryota	Plants	6.207475
GCA_014858505	GCA_014858505.1	Corymbia citriodora subsp. variegata	Eukaryota	Plants	8.066702
GCA_014871385	GCA_014871385.1	Ceratodon purpureus	Eukaryota	Plants	5.19534
GCA_014905175	GCA_014905175.1	Aphidius gifuensis	Eukaryota	Animals	8.822834
GCA_014905235	GCA_014905235.2	Bombyx mori	Eukaryota	Animals	7.614725
GCA_014905685	GCA_014905685.2	Nematolebias whitei	Eukaryota	Animals	10.59463
GCA_015143295	GCA_015143295.1	Tetracentron sinense	Eukaryota	Plants	8.330025
GCA_015220235	GCA_015220235.1	Choloepus didactylus	Eukaryota	Animals	10.47178
GCA_015220715	GCA_015220715.1	Pygocentrus nattereri	Eukaryota	Animals	13.50399
GCA_015220745	GCA_015220745.1	Sebastes umbrosus	Eukaryota	Animals	13.29928
GCA_015227675	GCA_015227675.2	Rattus norvegicus	Eukaryota	Animals	10.84146
GCA_015228065	GCA_015228065.1	Penaeus monodon	Eukaryota	Animals	12.22397
GCA_015237465	GCA_015237465.2	Chelonia mydas	Eukaryota	Animals	12.21648
GCA_015476345	GCA_015476345.1	Anas platyrhynchos	Eukaryota	Animals	11.09527
GCA_015680905	GCA_015680905.1	Coptis chinensis	Eukaryota	Plants	4.945612
GCA_015732765	GCA_015732765.1	Culex quinquefasciatus	Eukaryota	Animals	8.254936
GCA_015832195	GCA_015832195.1	Motacilla alba alba	Eukaryota	Animals	11.58779
GCA_015852505	GCA_015852505.1	Tachyglossus aculeatus	Eukaryota	Animals	11.54842
GCA_015852605	GCA_015852605.2	Populus deltoides	Eukaryota	Plants	6.344086
GCA_016077325	GCA_016077325.2	Equus asinus	Eukaryota	Animals	11.24301
GCA_016086655	GCA_016086655.3	Lepeophtheirus salmonis	Eukaryota	Animals	8.627087
GCA_016097555	GCA_016097555.1	Gigantopelta aegis	Eukaryota	Animals	16.15978
GCA_016161935	GCA_016161935.1	Mauremys reevesii	Eukaryota	Animals	12.99408
GCA_016432855	GCA_016432855.1	Salvelinus namaycush	Eukaryota	Animals	15.66391
GCA_016433145	GCA_016433145.1	Gracilinanus agilis	Eukaryota	Animals	10.47678
GCA_016509475	GCA_016509475.2	Prionailurus bengalensis	Eukaryota	Animals	11.44328
GCA_016617805	GCA_016617805.2	Bactrocera tryoni	Eukaryota	Animals	7.102173
GCA_016699485	GCA_016699485.1	Gallus gallus	Eukaryota	Animals	11.24119
GCA_016746235	GCA_016746235.2	Drosophila teissieri	Eukaryota	Animals	6.911929
GCA_016746245	GCA_016746245.2	Drosophila santomea	Eukaryota	Animals	6.69826
GCA_016746365	GCA_016746365.2	Drosophila yakuba	Eukaryota	Animals	6.753338
GCA_016746395	GCA_016746395.2	Drosophila simulans	Eukaryota	Animals	6.719978
GCA_016771965	GCA_016771965.1	Brassica carinata	Eukaryota	Plants	5.163397
GCA_016772045	GCA_016772045.1	Ovis aries	Eukaryota	Animals	11.074
GCA_016802725	GCA_016802725.1	Solenopsis invicta	Eukaryota	Animals	7.079108
GCA_016808335	GCA_016808335.1	Panicum virgatum	Eukaryota	Plants	6.424692
GCA_016835505	GCA_016835505.1	Polypterus senegalus	Eukaryota	Animals	13.88421
GCA_016859285	GCA_016859285.1	Xiphias gladius	Eukaryota	Animals	11.24895
GCA_016861625	GCA_016861625.1	Aspergillus luchuensis	Eukaryota	Fungi	2.242932
GCA_016861735	GCA_016861735.1	Aspergillus chevalieri	Eukaryota	Fungi	2.323105
GCA_016861865	GCA_016861865.1	Aspergillus puulaauensis	Eukaryota	Fungi	2.160811
GCA_016906535	GCA_016906535.1	Rhizoctonia solani	Eukaryota	Fungi	3.893992
GCA_016906575	GCA_016906575.1	Ceratobasidium sp. AG-Ba	Eukaryota	Fungi	3.756548
GCA_016906955	GCA_016906955.1	Phacochoerus africanus	Eukaryota	Animals	11.055
GCA_016920845	GCA_016920845.1	Gasterosteus aculeatus aculeatus	Eukaryota	Animals	11.0762
GCA_016952355	GCA_016952355.1	Fusarium culmorum	Eukaryota	Fungi	2.638937
GCA_017301755	GCA_017301755.1	Pneumocystis wakefieldiae	Eukaryota	Fungi	2.625821
GCA_017357885	GCA_017357885.1	Monilinia vaccinii-corymbosi	Eukaryota	Fungi	2.83718
GCA_017499595	GCA_017499595.2	Psilocybe cubensis	Eukaryota	Fungi	3.473368
GCA_017552425	GCA_017552425.1	Salix suchowensis	Eukaryota	Plants	6.50498
GCA_017562075	GCA_017562075.2	Anopheles merus	Eukaryota	Animals	8.046977
GCA_017589495	GCA_017589495.2	Alosa alosa	Eukaryota	Animals	12.94829
GCA_017591435	GCA_017591435.1	Portunus trituberculatus	Eukaryota	Animals	11.0687
GCA_017639315	GCA_017639315.2	Drosophila ananassae	Eukaryota	Animals	6.787116
GCA_017639515	GCA_017639515.1	Carcharodon carcharias	Eukaryota	Animals	14.76337
GCA_017639655	GCA_017639655.1	Falco naumanni	Eukaryota	Animals	10.97083
GCA_017639745	GCA_017639745.1	Melanotaenia boesemani	Eukaryota	Animals	12.21263
GCA_017654505	GCA_017654505.1	Polyodon spathula	Eukaryota	Animals	12.25832
GCA_017654675	GCA_017654675.1	Xenopus laevis	Eukaryota	Animals	11.97645
GCA_017976325	GCA_017976325.1	Chelmon rostratus	Eukaryota	Animals	11.30218
GCA_017976425	GCA_017976425.1	Toxotes jaculatrix	Eukaryota	Animals	11.52983
GCA_018127085	GCA_018127085.1	Pneumocystis sp. 'macacae'	Eukaryota	Fungi	3.218256
GCA_018127125	GCA_018127125.1	Rhododendron griersonianum	Eukaryota	Plants	7.667245
GCA_018143015	GCA_018143015.1	Lytechinus variegatus	Eukaryota	Animals	12.23364
GCA_018258275	GCA_018258275.1	Solanum commersonii	Eukaryota	Plants	5.965929
GCA_018290095	GCA_018290095.1	Polypedilum vanderplanki	Eukaryota	Animals	7.571175
GCA_018294505	GCA_018294505.1	Triticum aestivum	Eukaryota	Plants	7.366048
GCA_018296145	GCA_018296145.1	Oncorhynchus tshawytscha	Eukaryota	Animals	15.81695
GCA_018340385	GCA_018340385.1	Cyprinus carpio	Eukaryota	Animals	12.58184
GCA_018345385	GCA_018345385.1	Vulpes lagopus	Eukaryota	Animals	11.04131
GCA_018350155	GCA_018350155.1	Leopardus geoffroyi	Eukaryota	Animals	11.31813
GCA_018350175	GCA_018350175.1	Felis catus	Eukaryota	Animals	11.58754
GCA_018350195	GCA_018350195.2	Panthera tigris	Eukaryota	Animals	11.37307
GCA_018350215	GCA_018350215.1	Panthera leo	Eukaryota	Animals	11.17439
GCA_018446385	GCA_018446385.1	Zingiber officinale	Eukaryota	Plants	6.322446
GCA_018492685	GCA_018492685.1	Alosa sapidissima	Eukaryota	Animals	13.38904
GCA_018687715	GCA_018687715.1	Carya illinoinensis	Eukaryota	Plants	6.72509
GCA_018691285	GCA_018691285.1	Cucurbita argyrosperma subsp. sororia	Eukaryota	Plants	6.503755
GCA_018804465	GCA_018804465.1	Populus tomentosa	Eukaryota	Plants	7.199418
GCA_018812025	GCA_018812025.1	Megalobrama amblycephala	Eukaryota	Animals	16.07256
GCA_018831695	GCA_018831695.1	Puntigrus tetrazona	Eukaryota	Animals	12.67736
GCA_018902025	GCA_018902025.2	Drosophila willistoni	Eukaryota	Animals	6.788954
GCA_018924745	GCA_018924745.1	Marasmius oreades	Eukaryota	Fungi	2.014599
GCA_019097595	GCA_019097595.1	Hemibagrus wyckioides	Eukaryota	Animals	12.9561
GCA_019176425	GCA_019176425.1	Megalops atlanticus	Eukaryota	Animals	10.06
GCA_019176455	GCA_019176455.1	Solea senegalensis	Eukaryota	Animals	11.02083
GCA_019202795	GCA_019202795.1	Arabidopsis thaliana x Arabidopsis arenosa	Eukaryota	Plants	7.235199
GCA_019202805	GCA_019202805.1	Arabidopsis suecica	Eukaryota	Plants	7.296017
GCA_019279795	GCA_019279795.1	Protopterus annectens	Eukaryota	Animals	14.15218
GCA_019320065	GCA_019320065.1	Cervus canadensis	Eukaryota	Animals	10.65867
GCA_019321725	GCA_019321725.1	Paulownia fortunei	Eukaryota	Plants	5.950137
GCA_019426215	GCA_019426215.1	Buddleja alternifolia	Eukaryota	Plants	7.559285
GCA_019447015	GCA_019447015.1	Hymenochirus boettgeri	Eukaryota	Animals	9.046391
GCA_019455425	GCA_019455425.1	Gossypium anomalum	Eukaryota	Plants	7.149794
GCA_019457755	GCA_019457755.1	Venturia canescens	Eukaryota	Animals	8.055109
GCA_019512145	GCA_019512145.1	Engystomops pustulosus	Eukaryota	Animals	9.005418
GCA_019565615	GCA_019565615.1	Trichoderma simmonsii	Eukaryota	Fungi	3.429889
GCA_019578655	GCA_019578655.1	Ricinus communis	Eukaryota	Plants	7.513042
GCA_019609905	GCA_019609905.1	Fusarium poae	Eukaryota	Fungi	3.061151
GCA_019740435	GCA_019740435.1	Gambusia affinis	Eukaryota	Animals	12.77864
GCA_019776745	GCA_019776745.2	Taxus chinensis	Eukaryota	Plants	3.640584
GCA_019845555	GCA_019845555.1	Aristolochia fimbriata	Eukaryota	Plants	7.902082
GCA_019915245	GCA_019915245.1	Fusarium musae	Eukaryota	Fungi	2.545348
GCA_019925795	GCA_019925795.1	Dendrobium chrysotoxum	Eukaryota	Plants	5.923821
GCA_020045945	GCA_020045945.2	Trichoderma semiorbis	Eukaryota	Fungi	3.26892
GCA_020080835	GCA_020080835.1	Cotesia glomerata	Eukaryota	Animals	7.564275
GCA_020085105	GCA_020085105.1	Siniperca chuatsi	Eukaryota	Animals	12.325
GCA_020171115	GCA_020171115.1	Neogale vison	Eukaryota	Animals	11.23788
GCA_020184175	GCA_020184175.2	Aphis gossypii	Eukaryota	Animals	7.345317
GCA_020283565	GCA_020283565.1	Trifolium pratense	Eukaryota	Plants	8.188039
GCA_020310875	GCA_020310875.1	Ceratopteris richardii	Eukaryota	Plants	11.01235
GCA_020379485	GCA_020379485.1	Brassica napus	Eukaryota	Plants	5.805472
GCA_020424385	GCA_020424385.2	Procambarus clarkii	Eukaryota	Animals	40.09918
GCA_020496765	GCA_020496765.1	Gossypium stocksii	Eukaryota	Plants	5.313722
GCA_020497125	GCA_020497125.1	Mauremys mutica	Eukaryota	Animals	12.03127
GCA_020536995	GCA_020536995.1	Dreissena polymorpha	Eukaryota	Animals	18.39486
GCA_020615455	GCA_020615455.1	Coregonus clupeaformis	Eukaryota	Animals	14.75974
GCA_020623625	GCA_020623625.1	Saccharomycodes ludwigii	Eukaryota	Fungi	3.56148
GCA_020631695	GCA_020631695.1	Trichoderma cornu-damae	Eukaryota	Fungi	2.875399
GCA_020740605	GCA_020740605.1	Lemur catta	Eukaryota	Animals	11.43072
GCA_020740685	GCA_020740685.1	Jaculus jaculus	Eukaryota	Animals	10.75886
GCA_020740725	GCA_020740725.1	Corvus hawaiiensis	Eukaryota	Animals	12.01413
GCA_020796205	GCA_020796205.1	Ziziphus jujuba var. spinosa	Eukaryota	Plants	9.264273
GCA_020844145	GCA_020844145.1	Sarcoptes scabiei	Eukaryota	Animals	4.23756
GCA_020887355	GCA_020887355.1	Coccomyxa sp. Obi	Eukaryota	Plants	5.056955
GCA_020921035	GCA_020921035.1	Rhodamnia argentea	Eukaryota	Plants	8.373632
GCA_020921065	GCA_020921065.1	Vaccinium darrowii	Eukaryota	Plants	7.18513
GCA_021130785	GCA_021130785.2	Homalodisca vitripennis	Eukaryota	Animals	9.837219
GCA_021155765	GCA_021155765.1	Diprion similis	Eukaryota	Animals	8.177697
GCA_021155775	GCA_021155775.1	Neodiprion pinetum	Eukaryota	Animals	8.206203
GCA_021155785	GCA_021155785.1	Neodiprion fabricii	Eukaryota	Animals	8.217642
GCA_021184085	GCA_021184085.1	Oncorhynchus gorbuscha	Eukaryota	Animals	16.20722
GCA_021234035	GCA_021234035.2	Daphnia pulicaria	Eukaryota	Animals	9.184702
GCA_021442195	GCA_021442195.1	Sphagnum fallax	Eukaryota	Plants	7.200851
GCA_021461385	GCA_021461385.2	Schistocerca piceifrons	Eukaryota	Animals	13.04174
GCA_021461395	GCA_021461395.2	Schistocerca americana	Eukaryota	Animals	12.994
GCA_021461655	GCA_021461655.1	Schistosoma japonicum	Eukaryota	Animals	4.600945
GCA_021462225	GCA_021462225.2	Girardinichthys multiradiatus	Eukaryota	Animals	12.4099
GCA_021491655	GCA_021491655.1	Peronospora effusa	Eukaryota	Protists	5.955951
GCA_021613505	GCA_021613505.1	Equus quagga	Eukaryota	Animals	11.20182
GCA_021613535	GCA_021613535.1	Adineta vaga	Eukaryota	Animals	6.002464
GCA_021869965	GCA_021869965.1	Rhincodon typus	Eukaryota	Animals	11.17911
GCA_021901455	GCA_021901455.1	Neodiprion lecontei	Eukaryota	Animals	8.154399
GCA_021901495	GCA_021901495.1	Neodiprion virginianus	Eukaryota	Animals	8.235697
GCA_021901695	GCA_021901695.1	Puccinia striiformis f. sp. tritici	Eukaryota	Fungi	2.874168
GCA_021917145	GCA_021917145.1	Hypomesus transpacificus	Eukaryota	Animals	12.35356
GCA_022379115	GCA_022379115.2	Bauhinia variegata	Eukaryota	Plants	6.462009
GCA_022379125	GCA_022379125.1	Scophthalmus maximus	Eukaryota	Animals	11.79981
GCA_022458985	GCA_022458985.1	Mugil cephalus	Eukaryota	Animals	12.48709
GCA_022539355	GCA_022539355.2	Hippoglossus stenolepis	Eukaryota	Animals	11.48954
GCA_022539455	GCA_022539455.1	Dendrobium nobile	Eukaryota	Plants	5.319698
GCA_022539505	GCA_022539505.1	Lolium rigidum	Eukaryota	Plants	6.891684
GCA_022581195	GCA_022581195.1	Helicoverpa zea	Eukaryota	Animals	8.497958
GCA_022605165	GCA_022605165.1	Purpureocillium takamizusanense	Eukaryota	Fungi	2.373418
GCA_022655615	GCA_022655615.1	Tachysurus fulvidraco	Eukaryota	Animals	13.05942
GCA_022829145	GCA_022829145.1	Albula goreensis	Eukaryota	Animals	9.926732
GCA_022837055	GCA_022837055.1	Prionailurus viverrinus	Eukaryota	Animals	11.46846
GCA_022985175	GCA_022985175.1	Labeo rohita	Eukaryota	Animals	13.97592
GCA_023078275	GCA_023078275.1	Leguminivora glycinivorella	Eukaryota	Animals	9.521076
GCA_023101225	GCA_023101225.1	Fusarium solani-melongenae	Eukaryota	Fungi	2.421355
GCA_023119035	GCA_023119035.1	Salvia hispanica	Eukaryota	Plants	6.952798
GCA_023159225	GCA_023159225.1	Perognathus longimembris pacificus	Eukaryota	Animals	11.06163
GCA_023205875	GCA_023205875.1	Chloropicon primus	Eukaryota	Plants	6.118901
GCA_023278565	GCA_023278565.1	Colletotrichum lupini	Eukaryota	Fungi	1.695842
GCA_023343835	GCA_023343835.1	Lagopus muta	Eukaryota	Animals	11.22652
GCA_023373825	GCA_023373825.1	Bactrocera dorsalis	Eukaryota	Animals	7.421099
GCA_023376185	GCA_023376185.1	Cichorium endivia	Eukaryota	Plants	3.417322
GCA_023525715	GCA_023525715.1	Cichorium intybus	Eukaryota	Plants	4.288815
GCA_023525745	GCA_023525745.1	Arctium lappa	Eukaryota	Plants	4.535712
GCA_023525975	GCA_023525975.1	Smallanthus sonchifolius	Eukaryota	Plants	5.412535
GCA_023547065	GCA_023547065.1	Musa troglodytarum	Eukaryota	Plants	6.098129
GCA_023653495	GCA_023653495.1	Melastoma candidum	Eukaryota	Plants	4.515821
GCA_023653815	GCA_023653815.1	Caretta caretta	Eukaryota	Animals	11.20264
GCA_023690525	GCA_023690525.1	Holotrichia oblita	Eukaryota	Animals	7.479052
GCA_023701675	GCA_023701675.1	Ovis ammon polii x Ovis aries	Eukaryota	Animals	12.53965
GCA_023856365	GCA_023856365.1	Brienomyrus brachyistius	Eukaryota	Animals	14.0188
GCA_023864275	GCA_023864275.2	Schistocerca cancellata	Eukaryota	Animals	13.78719
GCA_023897955	GCA_023897955.2	Schistocerca gregaria	Eukaryota	Animals	12.08142
GCA_023898315	GCA_023898315.2	Schistocerca nitens	Eukaryota	Animals	13.82857
GCA_023920165	GCA_023920165.1	Curvularia clavata	Eukaryota	Fungi	3.235005
GCA_023974075	GCA_023974075.1	Chaenocephalus aceratus	Eukaryota	Animals	13.87195
GCA_024166365	GCA_024166365.1	Elephas maximus indicus	Eukaryota	Animals	11.49984
GCA_900002335	GCA_900002335.1	Plasmodium chabaudi chabaudi	Eukaryota	Protists	4.130308
GCA_900002375	GCA_900002375.2	Plasmodium berghei ANKA	Eukaryota	Protists	3.608352
GCA_900002385	GCA_900002385.2	Plasmodium yoelii	Eukaryota	Protists	5.963227
GCA_900007375	GCA_900007375.1	Fusarium venenatum	Eukaryota	Fungi	2.469313
GCA_900059795	GCA_900059795.1	Coffea canephora	Eukaryota	Plants	7.196707
GCA_900074715	GCA_900074715.1	Lachancea meyersii CBS 8951	Eukaryota	Fungi	2.160864
GCA_900074725	GCA_900074725.1	Lachancea dasiensis	Eukaryota	Fungi	2.119309
GCA_900074735	GCA_900074735.1	Lachancea sp. CBS 6924	Eukaryota	Fungi	2.075509
GCA_900074745	GCA_900074745.1	Lachancea mirantina	Eukaryota	Fungi	2.056962
GCA_900074755	GCA_900074755.1	Lachancea nothofagi CBS 11611	Eukaryota	Fungi	2.308886
GCA_900074765	GCA_900074765.1	Lachancea fermentati	Eukaryota	Fungi	2.178483
GCA_900080155	GCA_900080155.1	Ustilago bromivora	Eukaryota	Fungi	2.059718
GCA_900095595	GCA_900095595.1	Plasmodium sp. gorilla clade G1	Eukaryota	Protists	11.41258
GCA_900097015	GCA_900097015.1	Plasmodium sp. gorilla clade G2	Eukaryota	Protists	9.191729
GCA_900097035	GCA_900097035.1	Plasmodium sp. gorilla clade G3	Eukaryota	Protists	12.84654
GCA_900106115	GCA_900106115.1	[Candida] intermedia	Eukaryota	Fungi	3.473276
GCA_900162835	GCA_900162835.1	Sporisorium reilianum f. sp. reilianum	Eukaryota	Fungi	1.989529
GCA_900231445	GCA_900231445.1	Triticum turgidum subsp. durum	Eukaryota	Plants	7.124505
GCA_900246225	GCA_900246225.3	Astatotilapia calliptera	Eukaryota	Animals	12.19793
GCA_900257145	GCA_900257145.2	Plasmodium sp. DRC-Itaito	Eukaryota	Protists	11.6242
GCA_900324485	GCA_900324485.2	Mastacembelus armatus	Eukaryota	Animals	11.60911
GCA_900626175	GCA_900626175.2	Cannabis sativa	Eukaryota	Plants	6.467426
GCA_900634625	GCA_900634625.1	Parambassis ranga	Eukaryota	Animals	11.74725
GCA_900634775	GCA_900634775.1	Gouania willdenowi	Eukaryota	Animals	12.66153
GCA_900634795	GCA_900634795.3	Betta splendens	Eukaryota	Animals	11.86988
GCA_900681995	GCA_900681995.1	Plasmodium vinckei vinckei	Eukaryota	Protists	3.60396
GCA_900700375	GCA_900700375.1	Denticeps clupeoides	Eukaryota	Animals	11.62137
GCA_900747795	GCA_900747795.2	Erpetoichthys calabaricus	Eukaryota	Animals	13.77818
GCA_900964775	GCA_900964775.1	Scleropages formosus	Eukaryota	Animals	11.51379
GCA_901000725	GCA_901000725.2	Takifugu rubripes	Eukaryota	Animals	11.31999
GCA_901001135	GCA_901001135.1	Rhinatrema bivittatum	Eukaryota	Animals	13.93709
GCA_901001165	GCA_901001165.1	Salmo trutta	Eukaryota	Animals	16.92017
GCA_901709675	GCA_901709675.2	Syngnathus acus	Eukaryota	Animals	11.61577
GCA_901765095	GCA_901765095.1	Microcaecilia unicolor	Eukaryota	Animals	12.69887
GCA_901933205	GCA_901933205.1	Camarhynchus parvulus	Eukaryota	Animals	11.46885
GCA_902148845	GCA_902148845.1	Salarias fasciatus	Eukaryota	Animals	12.86077
GCA_902148855	GCA_902148855.1	Sphaeramia orbicularis	Eukaryota	Animals	12.99967
GCA_902150065	GCA_902150065.1	Myripristis murdjan	Eukaryota	Animals	12.69679
GCA_902167145	GCA_902167145.1	Zea mays	Eukaryota	Plants	5.288756
GCA_902167405	GCA_902167405.1	Gadus morhua	Eukaryota	Animals	13.72791
GCA_902201215	GCA_902201215.1	Prunus dulcis	Eukaryota	Plants	8.36249
GCA_902362185	GCA_902362185.1	Chanos chanos	Eukaryota	Animals	11.97083
GCA_902459465	GCA_902459465.3	Asterias rubens	Eukaryota	Animals	12.78686
GCA_902459505	GCA_902459505.1	Geotrypetes seraphini	Eukaryota	Animals	12.50585
GCA_902500255	GCA_902500255.1	Thalassophryne amazonica	Eukaryota	Animals	12.39318
GCA_902652985	GCA_902652985.1	Pecten maximus	Eukaryota	Animals	16.55323
GCA_902655055	GCA_902655055.2	Lutra lutra	Eukaryota	Animals	11.08168
GCA_902686445	GCA_902686445.2	Neosciurus carolinensis	Eukaryota	Animals	10.71609
GCA_902729315	GCA_902729315.2	Spirodela intermedia	Eukaryota	Plants	6.111263
GCA_902806645	GCA_902806645.1	Crassostrea gigas	Eukaryota	Animals	12.51156
GCA_902806685	GCA_902806685.1	Maniola hyperantus	Eukaryota	Animals	9.627067
GCA_902827115	GCA_902827115.1	Pseudochaenichthys georgianus	Eukaryota	Animals	13.00726
GCA_902850265	GCA_902850265.1	Spodoptera littoralis	Eukaryota	Animals	8.602151
GCA_902850365	GCA_902850365.1	Chilo suppressalis	Eukaryota	Animals	10.01852
GCA_903992535	GCA_903992535.2	Arvicola amphibius	Eukaryota	Animals	10.69828
GCA_904849725	GCA_904849725.1	Hordeum vulgare subsp. vulgare	Eukaryota	Plants	7.278682
GCA_905067625	GCA_905067625.1	Blumeria graminis f. sp. triticale	Eukaryota	Fungi	1.971043
GCA_905115235	GCA_905115235.1	Hermetia illucens	Eukaryota	Animals	8.083405
GCA_905147105	GCA_905147105.1	Pieris brassicae	Eukaryota	Animals	8.060581
GCA_905147365	GCA_905147365.1	Aricia agestis	Eukaryota	Animals	9.89451
GCA_905147765	GCA_905147765.2	Vanessa atalanta	Eukaryota	Animals	7.988094
GCA_905147795	GCA_905147795.1	Pieris rapae	Eukaryota	Animals	8.076068
GCA_905163445	GCA_905163445.1	Pararge aegeria	Eukaryota	Animals	8.856826
GCA_905171775	GCA_905171775.1	Rana temporaria	Eukaryota	Animals	16.71658
GCA_905220365	GCA_905220365.1	Vanessa cardui	Eukaryota	Animals	7.759207
GCA_905220415	GCA_905220415.1	Colias croceus	Eukaryota	Animals	8.563861
GCA_905220565	GCA_905220565.1	Melitaea cinxia	Eukaryota	Animals	7.878876
GCA_905237065	GCA_905237065.2	Salmo salar	Eukaryota	Animals	16.99663
GCA_905333055	GCA_905333055.1	Maniola jurtina	Eukaryota	Animals	10.35784
GCA_905475395	GCA_905475395.1	Chrysoperla carnea	Eukaryota	Animals	13.29226
GCA_905475465	GCA_905475465.2	Pieris napi	Eukaryota	Animals	8.251366
GCA_907164915	GCA_907164915.1	Impatiens glandulifera	Eukaryota	Plants	7.234867
GCA_907164935	GCA_907164935.1	Osmia bicornis bicornis	Eukaryota	Animals	7.041014
GCA_907165205	GCA_907165205.1	Coccinella septempunctata	Eukaryota	Animals	7.773038
GCA_910589235	GCA_910589235.2	Vespa crabro	Eukaryota	Animals	8.026264
GCA_910591885	GCA_910591885.2	Bombus terrestris	Eukaryota	Animals	8.089234
GCA_910594005	GCA_910594005.1	Cervus elaphus	Eukaryota	Animals	10.55752
GCA_910596095	GCA_910596095.1	Thunnus maccoyii	Eukaryota	Animals	12.71341
GCA_911865555	GCA_911865555.2	Thlaspi arvense	Eukaryota	Plants	6.434634
GCA_912470025	GCA_912470025.1	Vespa velutina	Eukaryota	Animals	8.211552
GCA_912999745	GCA_912999745.1	Papilio machaon	Eukaryota	Animals	7.937813
GCA_914725855	GCA_914725855.1	Thunnus albacares	Eukaryota	Animals	12.78073
GCA_914767665	GCA_914767665.1	Harmonia axyridis	Eukaryota	Animals	8.806389
GCA_916048215	GCA_916048215.2	Malus sylvestris	Eukaryota	Plants	7.411953
GCA_917208135	GCA_917208135.1	Athalia rosae	Eukaryota	Animals	7.609936
GCA_921293095	GCA_921293095.1	Ischnura elegans	Eukaryota	Animals	10.07878
GCA_921882275	GCA_921882275.1	Brenthis ino	Eukaryota	Animals	7.923788
GCA_922984935	GCA_922984935.1	Meles meles	Eukaryota	Animals	10.91013
GCA_927349885	GCA_927349885.1	Psylliodes chrysocephala	Eukaryota	Animals	9.244499
GCA_927797965	GCA_927797965.1	Branchiostoma lanceolatum	Eukaryota	Animals	19.87926
